hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0434,Meadow Inn Myagdi,Myagdi,4,Near Rupse Waterfall,27.677062,85.32855,Guesthouse,5600-7200 NPR,2.9,767,Mountain View; Bar; Spa; Family Rooms; Tour Desk,Rupse Waterfall,photography; Roadside stop; tea breaks; lakeside,"Meadow Inn Myagdi is a guesthouse situated in Near Rupse Waterfall, Myagdi. Guests enjoy Mountain View, Bar, Spa, Family Rooms. Nearby: Rupse Waterfall. Best time to visit: Sept – Dec.","{""best_time"": ""Sept – Dec"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Mountain View"", ""Bar"", ""Spa"", ""Family Rooms"", ""Tour Desk""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0435,Pine Haven Kailali,Kailali,7,Near Tikapur Park & Karnali Riverside,27.644753,85.335014,Luxury Hotel,5800-10800 NPR,4.3,469,Lake View; Wake-up Service; Free Parking; Bar; Breakfast Included; Room Service; Family Rooms,Tikapur Park & Karnali Riverside,heritage; birdwatching; local-experience; relaxing garden walks; Riverside boating,"Pine Haven Kailali is a luxury hotel situated in Near Tikapur Park & Karnali Riverside, Kailali. Guests enjoy Lake View, Wake-up Service, Free Parking, Bar. Nearby: Tikapur Park & Karnali Riverside. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Lake View"", ""Wake-up Service"", ""Free Parking"", ""Bar"", ""Breakfast Included""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0436,Lakeside Resort - 436,Pokhara,4,Near Sarangkot,28.157998,83.948696,Budget Hotel,2200-4500 NPR,3.0,1124,Free Parking; Bike Rental; Airport Shuttle,Sarangkot,wellness; near-temple; offbeat; Sunrise View; wildlife; Paragliding,"Lakeside Resort - 436 is a budget hotel situated in Near Sarangkot, Pokhara. Guests enjoy Free Parking, Bike Rental, Airport Shuttle. Nearby: Sarangkot. Best time to visit: October-April.","{""best_time"": ""October-April"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Bike Rental"", ""Airport Shuttle""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0437,Riverbend Resort,Manang,4,Near Nar Phu Valley Trek,27.756127,85.264168,Eco-Lodge,1200-7300 NPR,3.6,343,Hiking Tours; Guide Services; Bike Rental; Tour Desk; Spa,Nar Phu Valley Trek,trekking; hills; heritage; village; budget; eco-friendly; romantic; landmarks; mountains; hiking,"Riverbend Resort is a eco-lodge situated in Near Nar Phu Valley Trek, Manang. Guests enjoy Hiking Tours, Guide Services, Bike Rental, Tour Desk. Nearby: Nar Phu Valley Trek. Best time to visit: Sep-Nov, Mar-May.","{""best_time"": ""Sep-Nov, Mar-May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Guide Services"", ""Bike Rental"", ""Tour Desk"", ""Spa""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0438,Everest Stay Lamjung,Lamjung,4,Dharme Beshi,27.695638,85.294432,Luxury Hotel,5100-13300 NPR,2.9,279,Bonfire; Bar; Spa; Tour Desk; Free WiFi; Bike Rental; Guide Services,Dharme Beshi,trekking; hills; heritage; village; eco-friendly; hiking; spiritual,"Everest Stay Lamjung is a luxury hotel situated in Dharme Beshi, Lamjung. Guests enjoy Bonfire, Bar, Spa, Tour Desk. Nearby: Dharme Beshi. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Bar"", ""Spa"", ""Tour Desk"", ""Free WiFi""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0439,Meadow Haven Gulmi,Gulmi,5,Near Maulipokhara,27.648548,85.3462,Boutique Hotel,3700-6600 NPR,3.2,893,Pet Friendly; Bike Rental; Bonfire; Wake-up Service,Maulipokhara,hill; heritage; scenery,"Meadow Haven Gulmi is a boutique hotel situated in Near Maulipokhara, Gulmi. Guests enjoy Pet Friendly, Bike Rental, Bonfire, Wake-up Service. Nearby: Maulipokhara. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Pet Friendly"", ""Bike Rental"", ""Bonfire"", ""Wake-up Service""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0440,Meadow Retreat Dang - 440,Dang,5,"Near Jakhera Lake(Lamahi,  Dang )",27.715714,85.321171,Budget Hotel,2600-10400 NPR,4.7,301,Free Parking; Tour Desk; Room Service; Restaurant,"Jakhera Lake(Lamahi,  Dang )",luxury; temple; lake; scenery,"Meadow Retreat Dang - 440 is a budget hotel situated in Near Jakhera Lake(Lamahi, Dang ), Dang. Guests enjoy Free Parking, Tour Desk, Room Service, Restaurant. Nearby: Jakhera Lake(Lamahi, Dang ). Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Tour Desk"", ""Room Service"", ""Restaurant""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0441,Vista Cottage Saptari,Saptari,2,Near Chandrabhoga Gadhi,27.702224,85.262659,Luxury Hotel,1900-9200 NPR,3.3,618,Conference Hall; Family Rooms; Room Service; Mountain View; Guide Services; Airport Shuttle,Chandrabhoga Gadhi,landmarks; culture; art,"Vista Cottage Saptari is a luxury hotel situated in Near Chandrabhoga Gadhi, Saptari. Guests enjoy Conference Hall, Family Rooms, Room Service, Mountain View. Nearby: Chandrabhoga Gadhi. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Family Rooms"", ""Room Service"", ""Mountain View"", ""Guide Services""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0442,Serene House,Parbat,4,Bhairavsthan Temple,27.676972,85.358443,Eco-Lodge,500-2400 NPR,2.9,855,Guide Services; Mountain View; Wake-up Service; Restaurant; Conference Hall; Pet Friendly,Bhairavsthan Temple,near-temple; hindu; temple; adventure,"Serene House is a eco-lodge situated in Bhairavsthan Temple, Parbat. Guests enjoy Guide Services, Mountain View, Wake-up Service, Restaurant. Nearby: Bhairavsthan Temple. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Guide Services"", ""Mountain View"", ""Wake-up Service"", ""Restaurant"", ""Conference Hall""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0443,Serene Stay,Dadeldhura,7,Near Ajaymerukot Durbar,27.662277,85.247078,Budget Hotel,6700-10200 NPR,3.3,837,Wake-up Service; Tour Desk; Swimming Pool; Restaurant; Airport Shuttle,Ajaymerukot Durbar,palace; history; heritage; budget; luxury,"Serene Stay is a budget hotel situated in Near Ajaymerukot Durbar, Dadeldhura. Guests enjoy Wake-up Service, Tour Desk, Swimming Pool, Restaurant. Nearby: Ajaymerukot Durbar. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Wake-up Service"", ""Tour Desk"", ""Swimming Pool"", ""Restaurant"", ""Airport Shuttle""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0444,Golden Haven Pokhara,Pokhara,4,Near Rupa Lake,28.240864,83.926741,Homestay,6700-7100 NPR,4.1,85,Bar; Bike Rental,Rupa Lake,Lake; hills; heritage,"Golden Haven Pokhara is a homestay situated in Near Rupa Lake, Pokhara. Guests enjoy Bar, Bike Rental. Nearby: Rupa Lake. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Bike Rental""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0445,Cloud House,Doti,7,Khaptad Trek (via Doti Entry),27.691534,85.284494,Lodge,3100-7300 NPR,4.7,816,Tour Desk; Breakfast Included; Pet Friendly; Lake View; Swimming Pool,Khaptad Trek (via Doti Entry),Meadows; wellness; rolling hills; cultural immersion,"Cloud House is a lodge situated in Khaptad Trek (via Doti Entry), Doti. Guests enjoy Tour Desk, Breakfast Included, Pet Friendly, Lake View. Nearby: Khaptad Trek (via Doti Entry). Best time to visit: Mar-Jun & Sept-Nov.","{""best_time"": ""Mar-Jun & Sept-Nov"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Breakfast Included"", ""Pet Friendly"", ""Lake View"", ""Swimming Pool""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0446,Meadow Resort Palpa,Palpa,5,Near Rambha Devi,27.754127,85.330173,Guesthouse,3500-11200 NPR,4.0,973,Guide Services; Bar; Free WiFi; Lake View; Room Service; Pet Friendly,Rambha Devi,trekking-base; religious; temple; scenery,"Meadow Resort Palpa is a guesthouse situated in Near Rambha Devi, Palpa. Guests enjoy Guide Services, Bar, Free WiFi, Lake View. Nearby: Rambha Devi. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Guide Services"", ""Bar"", ""Free WiFi"", ""Lake View"", ""Room Service""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0447,Tranquil Homestay,Mugu,6,Near Tihar Gumba,27.6818,85.35269,Eco-Lodge,5900-7800 NPR,4.3,601,Bar; Spa; Bike Rental; Room Service; Breakfast Included; Tour Desk,Tihar Gumba,buddhist; wellness; birdwatching; budget; gumba; monastery; wildlife,"Tranquil Homestay is a eco-lodge situated in Near Tihar Gumba, Mugu. Guests enjoy Bar, Spa, Bike Rental, Room Service. Nearby: Tihar Gumba. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Spa"", ""Bike Rental"", ""Room Service"", ""Breakfast Included""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0448,Pine Lodge,Kathmandu,3,Shivapuri Nagarjun National Park,27.677652,85.377305,Boutique Hotel,1400-8800 NPR,4.8,59,Lake View; Family Rooms; Laundry,Shivapuri Nagarjun National Park,trekking; hills; waterfall; mountain-view; hiking; spiritual; wildlife,"Pine Lodge is a boutique hotel situated in Shivapuri Nagarjun National Park, Kathmandu. Guests enjoy Lake View, Family Rooms, Laundry. Nearby: Shivapuri Nagarjun National Park. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Lake View"", ""Family Rooms"", ""Laundry""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0449,Vista Resort,Rasuwa,3,Near Gosaikunda lake,27.735465,85.279936,Guesthouse,5200-6600 NPR,4.1,772,Family Rooms; Conference Hall; Guide Services; Free Parking; Tour Desk; Laundry; Breakfast Included,Gosaikunda lake,trekking; mountain; budget; local-experience; lake; luxury,"Vista Resort is a guesthouse situated in Near Gosaikunda lake, Rasuwa. Guests enjoy Family Rooms, Conference Hall, Guide Services, Free Parking. Nearby: Gosaikunda lake. Best time to visit: Aug (Janai Purnima), Mar–May, Sep–Nov.","{""best_time"": ""Aug (Janai Purnima), Mar–May, Sep–Nov"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Conference Hall"", ""Guide Services"", ""Free Parking"", ""Tour Desk""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0450,Meadow Homestay,Parbat,4,Dahare Neelkanth Mountain,27.684128,85.3424,Luxury Hotel,5200-5600 NPR,3.4,1096,Family Rooms; Guide Services; Lake View,Dahare Neelkanth Mountain,pilgrimage; hills; history; hindu; adventure; hiking; lakeside,"Meadow Homestay is a luxury hotel situated in Dahare Neelkanth Mountain, Parbat. Guests enjoy Family Rooms, Guide Services, Lake View. Nearby: Dahare Neelkanth Mountain. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Guide Services"", ""Lake View""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0451,Riverbend Inn,Sarlahi,2, Sarlahi Devi Temple,27.753147,85.340466,Eco-Lodge,6100-13800 NPR,3.1,580,Breakfast Included; Tour Desk; Lake View, Sarlahi Devi Temple,mountain-view; temple; hindu; hiking; luxury,"Riverbend Inn is a eco-lodge situated in Sarlahi Devi Temple, Sarlahi. Guests enjoy Breakfast Included, Tour Desk, Lake View. Nearby: Sarlahi Devi Temple. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Tour Desk"", ""Lake View""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0452,Pine Retreat,Surkhet,6,Kakre Bihar,27.757737,85.279977,Guesthouse,6500-10500 NPR,4.2,107,Bonfire; Family Rooms; Mountain View,Kakre Bihar,birdwatching; Explore ancient Buddhist temple ruins; romantic; photography; cultural walks,"Pine Retreat is a guesthouse situated in Kakre Bihar, Surkhet. Guests enjoy Bonfire, Family Rooms, Mountain View. Nearby: Kakre Bihar. Best time to visit: Oct–Mar.","{""best_time"": ""Oct–Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Family Rooms"", ""Mountain View""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0453,Lakeside Cottage,Arghakhanchi,5,Near Arghakot,27.686928,85.303341,Homestay,2800-6300 NPR,4.2,1122,Swimming Pool; Spa; Lake View; Breakfast Included; Mountain View,Arghakot,wellness; culture; scenary; offbeat; adventure; hill,"Lakeside Cottage is a homestay situated in Near Arghakot, Arghakhanchi. Guests enjoy Swimming Pool, Spa, Lake View, Breakfast Included. Nearby: Arghakot. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Spa"", ""Lake View"", ""Breakfast Included"", ""Mountain View""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
